ID,Steps
216,get a pan of water boiling and heavily season with salt.
216,add in the spaghetti and cook for 4 mins.
216,add a cup of pasta water into the tomato sauce.
216,add the chilli flakes into the tomato sauce and give it a good mix.
216,season with salt and pepper.
216,"when the pasta is cooked through, but still al dente, add it straight into the saucepot."
216,give it a good mix so the pasta is well coated in the sauce.
216,serve this up in your bowls using your tongs to twirl the pasta.
216,serve with a healthy grating of pecorino cheese and enjoy.
217,"combine the mayo, chipotle paste, 1/4 tsp salt and the zest of a lime."
217,finely slice the red cabbage and coriander.
217,mix together with 1/2 tsp salt and the juice of a lime.
217,"chop up the cauliflower into small florets, and the stem and leaves into bite-sized pieces whisk together the self raising flour, paprika and 1 tsp of salt."
217,add in a handful of ice and slowly whisk in the beer to form a light and airy batter.
217,heat up a large pot of vegetable oil on medium heat.
217,dip the cauliflower into the batter and then straight into the frying oil.
217,fry for 5-8 mins until cooked through and golden.
217,continue with the stems and leaves.
217,the leaves will only take a minute to cook.
217,toast the tortillas on a dry saucepan.
217,"top the tortillas with the crispy cauliflower, then the zesty cabbage followed by your chipotle mayo."
217,and tuck in.
218,"roughly chop up your garlic, spring onions and kimchi."
218,grate the cheddar and emmental cheese.
218,get a large pan of boiling salted water and cook your pasta.
218,get a large pan on a medium heat and melt the butter with 2 tbsp of oil.
218,add in the garlic and cook for 4 mins until golden and softened.
218,whisk in the gochujang and cook for 1 min.
218,whisk the flour into the butter and cook for 2 mins.
218,then slowly drizzle in half the milk whisking constantly to form a thick paste.
218,add the remaining milk and mix until smooth.
218,"add in grated cheese, honey and the cooked pasta."
218,mix well until combined.
218,fold in the kimchi and spring onions and season to taste.
218,you may not need any salt if your kimchi is already very salty.
218,finely chop the parsley and grate 3/4 of the parmesan cheese.
218,combine these with the breadcrumbs in a bowl.
218,spoon the mac and cheese into an oven tray and top with the breadcrumbs.
218,grate on the remaining parm and bake for 20 mins until the top is browned and the inside is gooey.
218,allow to cool for 5 mins and enjoy.
219,gently bash the cucumbers with a rolling pin until they break up into large pieces.
219,chop these up into bite-sized pieces then roughly chop up the spring onions.
219,chop up the halloumi into small slices and pan-fry them with a glug of olive oil for 2 mins on either side until golden brown and crispy.
219,"in a large bowl, add in your tahini and 3 tbsp of boiling water."
219,whisk well until smooth then add in the soy sauce and crispy chilli oil.
219,"add the cucumbers, halloumi and spring onions to the dressing."
219,toss well and serve up in bowls with some more chilli oil and enjoy!
220,score a cross on the top of each tomato.
220,place all your tomatoes in a large bowl and pour boiling water over them.
220,"leave to sit for 1 min, then drain and set aside to cool."
220,"once theyre cool enough to handle, peel off the skin of each tomato."
220,cut the core out of each one.
220,finely slice your garlic and chillies.
220,finely chop your chives.
220,heat a generous glug of olive oil in a large saute pan.
220,add your garlic and cook gently for a minute.
220,tip in your tomatoes and mash them up with a potato masher to puree them.
220,simmer for about 40 mins on a gentle heat until thick.
220,"add all but a handful of your sliced chilli, then season to taste with salt and pepper."
220,bring a large pan of salted water to a boil.
220,pour in your rigatoni and cook until al dente.
220,tear your basil leaves into the tomato sauce.
220,"add your rigatoni, along with a splash of your pasta water, then mix to combine."
220,add more pasta water where necessary to make a glossy sauce.
220,spoon your pasta into bowls and tear over that beautiful buffalo mozzarella.
220,"sprinkle with your remaining chilli, some more torn basil, your chopped chives, and some olive oil."
220,serve up and enjoy.
221,remove the skin from the chicken legs and thighs and chop the thighs in half through the bone.
221,"combine the chicken with the yogurt and allow to marinate until you are ready to use, or up to 12 hours."
221,"wash the rice well in cold water, three times until the water comes out clean."
221,allow it to soak in 1 litre of water for 30 mins.
221,"in a dry skillet, toast the cumin seeds, coriander seeds, cloves, fennel seeds, black peppercorns and cardamom."
221,toast for 1 min until fragrant and blitz in a spice grinder.
221,"if you havent got a spice grinder, pound the mixture in a mortar and pestle until it forms a fine paste."
221,finely slice the onions and finely chop the tomatoes.
221,thinly slice 1 lemon and chop the last one in half.
221,heat up 50ml of oil in a pan and fry the onions until very crispy and darkened.
221,remove 1/4 of the onions and set aside.
221,"add in the biryani spice mix along with your chilli powder, 1/2 tsp turmeric, ground nutmeg, cinnamon stick, black cardamom and 2 tsp salt."
221,"cook for 1 min, allowing the spices to bloom and become fragrant."
221,"add the tomatoes, whole green chillies, sugar, grate in the garlic and ginger."
221,cook for 5 mins until the tomatoes have softened and are bubbling.
221,"add in the chicken, yogurt and 100ml of water."
221,mix well and cook for 10 mins until the chicken is 80% cooked through.
221,set aside.
221,"drain the rice, and cook in 1 litre of fresh cold water with 1 tbsp of ghee, 1 tsp salt, and the juice of half a lemon."
221,bring to a boil and then set a timer for 4 mins.
221,drain the par-cooked rice in a sieve and set aside.
221,finely chop the coriander and mint.
221,in a small bowl combine 1 tsp turmeric with 4 tbsp milk.
221,spread the ghee or butter on the bottom of your heavy-bottomed pan.
221,"spread over half the rice, and top with the cooked chicken and your curried sauce."
221,make a layer with half of your thinly sliced lemon and then cover it with rice.
221,"top with more rice, mint, coriander, reserved onions."
221,sprinkle on the turmeric milk mixture to add some colour to the rice.
221,"cover with a lid and place on a medium heat until you can see steam coming out, then time for 5 mins."
221,"uncover, plate up with a squeeze of lemon and enjoy."
222,finely slice your garlic.
222,heat a little oil in a frying pan over a medium heat.
222,"add your sliced garlic and chilli flakes, then cook out for 2 mins."
222,tip in your tinned tomatoes and bring to a simmer.
222,cook over a gentle heat for 30 mins until your sauce has thickened up.
222,season to taste with salt and pepper.
222,add your basil to a pestle and mortar and bash it to a fine paste.
222,add your mayonnaise and mix until you have a vibrant green sauce.
222,squeeze the sausages out of their skins into a bowl and season with salt and pepper.
222,"mix to combine, then divide into 8 equal-sized balls."
222,heat a frying pan over a high heat.
222,"add a couple of your sausage balls, then place a piece of baking parchment on top of the pan and pop a heavy-bottomed pan on top."
222,"fry for a minute or two until crisp, then flip."
222,tear off some mozzarella and drape it over the top of your patty before adding a splash of water to the pan and carefully putting a lid on it.
222,"cook for 2 mins more, until your cheese is melted."
222,repeat with your remaining sausage patties and cheese.
222,cut your ciabatta rolls in half and toast them cut-side down in the sausage fat.
222,assembly time.
222,"dollop some tomato sauce onto the base of your bun, then top with two sausage patties."
222,"spread some of your basil mayo onto the lid of the bread, then place it on top and serve."
223,get your rigatoni on to boil in a large pan of salted water.
223,cook until al dente.
223,set a large frying pan over medium-high heat.
223,dice your aubergine into roughly 2cm squares.
223,roughly chop your mint.
223,add your aubergines to the pan with a good pinch of salt and keep them moving.
223,fry for about 3 mins.
223,"once the aubergine has taken on some colour, add the nduja and a splash of the pasta cooking water."
223,mix well.
223,"now, add the oregano and a good drizzle of olive oil, mix again and cook for another couple of mins."
223,"finally, drain your pasta (reserving a little pasta water) and add to the pan with the aubergine."
223,"keep mixing over a medium heat until you have a thick glossy sauce, adding splashes of pasta water where necessary."
223,"finally, add a handful of mint and a big squeeze of lemon juice."
223,"plate up and top with grated pecorino, if you like."
223,serve and enjoy.
224,"set up you weber barbecue for indirect cooking and preheat to 200c, or heat your oven to 200c/400f."
224,"combine your chipotle chilli paste, cumin, coriander, smoked paprika and the zest and juice of 1/2 lime in a bowl with a good pinch of salt and 1 tbsp of olive oil."
224,chicken time.
224,"lay the chicken on your chopping board breast-side down then, using a pair of scissors, cut either side of the backbone to remove it."
224,"once the bone is removed, turn the chicken breast-side up and, using your hands, apply some weight to the chicken to flatten it."
224,rub your chipotle marinade all over your chicken.
224,"place the chicken breast-side up on the barbecue over the area with no direct heat, or on a tray in the oven."
224,"if roasting in the oven, cook for 45 mins until cooked through."
224,"for the weber barbecue, cook the chicken breast-side up for 40 mins with the lid down."
224,flip the chicken and finish cooking it breast-side down for 10 mins over a direct heat.
224,remove from the barbecue when the internal temperature reaches 73c.
224,let the chicken rest for 20 mins.
224,make your jalapeno crema.
224,roughly chop your jalapeno and your avocados.
224,"pop them in a blender along with your sour cream, the juice of 1 lime and a pinch of salt, then blend to combine."
224,check the seasoning.
224,finely dice your red onion.
224,halve your cherry tomatoes.
224,finely chop your coriander.
224,"add your tomatoes to a bowl with the juice of 1 lime and a pinch of salt, then scrunch up with your hands."
224,add your tomatoes and toss to combine.
224,"cut your corn into ribs, then rub them with salt and olive oil."
224,whack those on the barbecue over a direct heat for the final 20 mins of the chicken cooking.
224,"if cooking in the oven, place them on a baking tray and cook for the final 20 mins of the chicken cooking, turning them halfway through."
224,"place your chicken on a platter and surround it with your tomato salsa, corn ribs and a bowl of avocado crema."
224,"sprinkle with a little coriander, then carve up the chicken and serve."
226,toast the peanuts in a dry frying pan and then crush in a pestle and mortar.
226,cut the ends of the green beans and thinly slice your shallots.
226,pop the green beans into a frying pan with a glug of oil and a pinch of salt.
226,fry for 3-5 mins until they are crispy.
226,set aside to drain on a paper towel.
226,"add the shallots to the same pan, with more oil if needed and fry for 10-15 mins until very crispy and golden."
226,set aside to drain on a paper towel.
226,"finally, add the quorn roasted sliced fillets to the frying pan with 2 tbsp of soy sauce and 2 tbsp brown sugar."
226,cook for 5 mins until the pieces are coated and sticky.
226,"thinly slice the cabbage, finely chop the mint and grate the carrots."
226,cut off the ends of the grapefruit and slice off their skin.
226,cut along the lines of each segment to release the flesh in slices.
226,reserve the central part.
226,"for the dressing, roughly chop the pickled ginger and finely chop the red chillies."
226,"combine the ginger, chillies, 1 tbsp of soy sauce, sesame oil, the juice and zest of a lime, and 2 tbsp of ginger pickling liquid."
226,squeeze the central part of your grapefruits in too.
226,season with salt.
226,get all your ingredients into a bowl and pour in your dressing.
226,top with a handful of crushed peanuts.
226,serve and enjoy!
227,heat your oven to 150c.
227,tear your stale ciabatta into bite sized pieces.
227,"pop them on a baking tray, drizzle with olive oil and salt, then bake for 15 mins."
227,"meanwhile, chop your tomatoes into large chunks and pop them in a colander set over a large bowl."
227,season them with salt and leave to sit for 15 mins.
227,slice your peaches into 3cm pieces.
227,heat a griddle pan over a high heat.
227,add your peaches and cook for a couple of minutes on each side until you have nice char lines.
227,lift your sieve off the bowl - you should be left with a bowl of tomato juices.
227,"add the juice of 1/2 lemon, 4 tbsp olive oil and pepper, then whisk to combine."
227,"tip your ciabatta, tomatoes and peaches back into the large bowl and toss to combine."
227,leave to sit for 30 mins.
227,add your olives to a blender along with your basil and the zest and juice of your remaining 1/2 lemon.
227,"add a pinch of salt and a little olive oil, then blend until you have a smooth sauce."
227,spoon your panzanella into bowls and spoon your tapenade over the top.
227,serve and enjoy.
228,finely chop your chillies and roughly chop your coriander.
228,"add them to a food processor along with your pickled jalapenos, lime juice and a pinch of salt."
228,blitz to a smooth paste.
228,"add your beef mince to a bowl and season with salt and pepper, lightly tossing the mince so the seasoning is combined but not overworking it."
228,grate your red leicester cheese.
228,heat a frying pan on a high heat.
228,fry your streaky bacon until crisp.
228,toast your burger buns.
228,take an eighth of the beef mixture and shape it into a loose ball.
228,place it in the pan and press it down with your spatula.
228,"place a piece of baking parchment on top, then compress the patties with a heavy cast iron pan."
228,fry for 2 mins.
228,flip over your patties and brush them with bulls-eye original bbq sauce.
228,"top with a handful of red leicester, then place a lid on the pan and let the cheese melt."
228,assembly time.
228,"place some bulls-eye original bbq sauce on the base of your burger, then top with two patties and a slice of bacon."
228,"spread your chilli chutney on the lid of the buns, then pop on top of the burgers."
228,serve!
229,slice up the runner beans into 2cm pieces.
229,squeeze your sausages out of their skins straight into a large pan with a small glug of oil.
229,"brown on a gentle heat, breaking up the meat as you go, for about 10 mins."
229,put your pasta in a pot of heavily-salted boiling water and cook according to the package instructions.
229,"add the chill flakes, peas and runner beans to the sausage mix, cooking for about 30 seconds."
229,scoop out 4 tablespoons of this mix and set aside in a separate bowl.
229,add 200ml of pasta cooking water to that pan along with the mascarpone and parmesan.
229,mix well to form a sauce.
229,"toss in your pasta and mix well, adding more pasta water if necessary."
229,"season with more parmesan, salt and pepper to taste."
229,top with a final shaving of parmesan and the cooked sausage and runner bean mixture you reserved earlier.
229,give it a good crack of black pepper and enjoy.
230,"first, chop up your bacon and garlic before cutting your halloumi into cubes that are roughly 2cm in size."
230,put a bit of oil in your wok and cook the bacon for 5 mins until its crispy.
230,"in the same pan, add your sliced garlic and cook for 1 min until its all golden."
230,remove the bacon and garlic onto a paper towel and set aside.
230,add another glug of oil and fry the halloumi for 3 mins until golden brown.
230,allow it to drain on the paper towel with the bacon.
230,"finally, add your eggs into the pan and scramble for 3 mins until very dry."
230,"add back in the bacon, garlic and halloumi as well as your leftover rice."
230,"give that a stir then add your sesame oil, mirin, dark soy sauce, and honey, continuing to stir it all together as you go."
230,"when the rice is all coated and mixed well, spoon it onto plates and garnish with some chopped spring onions."
230,enjoy.
231,chop your tomato in half and cut the flesh of the red pepper.
231,peel the garlic cloves and chop 2 limes in half and the other lime in quarters.
231,"using tongs pop your tomatoes, garlic, red pepper and spring onions onto the flame of the hob charring on all sides until blackened, about 3 -5 mins."
231,you can also use a blowtorch or pop them under a very hot grill.
231,thinly slice the red onion and squeeze over the juice of a lime and a pinch of salt.
231,mix well and allow to quickly pickle on the side.
231,pop the garlic and spring onions into a mortar and pestle with a big pinch of flakey sea salt and bash for 5 mins until almost smooth.
231,add in the red pepper and bash to a paste and then add the tomatoes and continue bashing to form a slightly chunky salsa.
231,"optionally you could blend in a food processor, but the results wont be as fresh."
231,"squeeze in the juice of a lime, the bulls-eye kentucky habanero hot sauce and season with more salt if required."
231,"combine 1 tsp salt, cumin, chilli powder and oregano in a bowl."
231,rub this onto the steaks and heat up a cast-iron skillet until smoking hot.
231,add a glug of oil and then the steaks.
231,"cook for 3 mins on either side, dont move the steak whilst its on the pan to form a thick crust."
231,allow the steaks to rest on a chopping board for 5 mins.
231,"once rested, slice thinly against the grain of the meat."
231,sprinkle on a pinch of salt and toss with the resting juices.
231,wipe the cast iron pan clean with a paper towel and heat to a high heat.
231,heat up each tortilla until golden and keep warm in a tea towel.
231,"assemble the tacos with first the beef, then the salsa, crumbled feta, pickled red onion and finally a squeeze of lime."
231,enjoy.
232,heat your oven to 200c/400f.
232,cut your aubergines into batons.
232,toss them into a large roasting tray along with your cherry tomatoes.
232,"grate in your garlic and ginger, then add the coriander, cumin, turmeric and chilli powder."
232,drizzle with veg oil and salt.
232,give it a good toss to coat.
232,roast for 35 mins.
232,remove your tray from the oven.
232,"add your chickpeas, chopped tomatoes and coconut milk and stir to combine."
232,"return to the oven for another 25 mins, by which time your sauce should be nice and thick."
232,finely slice your green chillies and chop your coriander.
232,"season the curry to taste, then sprinkle with green chillies and coriander."
232,serve either over rice or with flatbreads.
233,preheat the oven to 200c/400f.
233,finely chop your red onion and mince your garlic cloves.
233,finely chop your parsley leaves and stalks.
233,"put the chickpeas, garlic, spices, red onion, parsley stalks, eggs, breadcrumbs, soy sauce, tomato puree and a big pinch of salt and pepper into a food processor."
233,blitz until the mixture comes together as a paste.
233,squeeze into 16 sausage shapes and place on a baking tray.
233,"drizzle with the olive oil and cook for 15-20 minutes in the oven, turning halfway until golden brown."
233,"meanwhile, prepare the salad."
233,dice your tomatoes and cucumber.
233,"toss the tomatoes, cucumber and your parsley leaves with some olive oil, the juice of 1 lemon, sumac, salt and pepper."
233,"mix the tahini, remaining lemon juice and harissa paste together to make a dressing."
233,"use a splash of hot water to loosen it if needed, then season to taste with salt."
233,warm your pitta breads in the toaster.
233,"place the koftes in a bowl with the salad, wholemeal pitta, lots of arla skyr creamy 5% yogurt and drizzle over the harissa tahini dressing."
233,serve and enjoy.
234,heat your oven to 180c/354f.
234,"place your thighs in a bowl and add your five spice, crispy chilli oil and sesame oil."
234,"grate in one clove of garlic, then season generously with salt and pepper."
234,heat a frying pan on a medium-high heat.
234,add your thighs to the pan skin-side down and cook for 5 mins until the skin is super crispy.
234,"flip over and cook for 4 mins on that side, then remove from the pan and leave to rest and cool."
234,tear your ciabatta loaf into small bite-sized pieces.
234,"toss them onto a large baking tray and add your black sesame seeds, a good pinch of salt and a drizzle of olive oil."
234,"toss to totally coat, then bake for 10 mins until golden and crispy."
234,separate your egg and pop your yolk in a small food processor.
234,save your white for another occasion.
234,"add your xo sauce, mustard, parmesan and lemon juice to the food processor, then give it a whizz to combine."
234,very gradually pour in 150ml of vegetable oil to the egg mixture.
234,"loosen to a thinner consistency with 2 tbsp water, then season to taste with salt and pepper."
234,cut the end off your lettuce and separate the leaves.
234,"put them in a large mixing bowl and add your croutons, chicken and dressing."
234,toss to combine.
234,spoon your salad onto plates and sprinkle with extra parmesan.
234,serve and enjoy.
235,get some salted water on to boil for your pasta.
235,toast your walnuts in a frying pan.
235,"tip your walnuts into a blender along with your jarred red peppers, basil, anchovies, capers, parmesan and red wine vinegar."
235,"add salt, pepper and a generous glug of olive oil."
235,blend until smooth.
235,cook your pasta 2 mins less than the packet tells you to - this will ensure its nice and al dente.
235,"drain in a colander, reserving a mugful of pasta water."
235,add your pasta back into the pan and add your pesto and pasta water.
235,"stir to combine, and check the seasoning - it may need more parmesan, olive oil, salt or pepper."
235,spoon your pasta into bowls.
235,"sprinkle with parmesan, drizzle with olive oil and twist over a little black pepper."
235,serve and enjoy!
236,"heat up a glug of oil in a pan and gently fry your wild mushrooms with cumin seeds, chilli flakes, and a large pinch of salt for about 10 mins until crisp."
236,finish with soy sauce and cook for another min after that.
236,bash the ginger and garlic in a pestle and mortar.
236,"add that mixture to a saucepan with the miso paste, soy sauce, honey and 2l of water."
236,season with salt and pepper.
236,cut the tofu into small cubes.
236,bring a pan of water to a boil.
236,cook the soba noodles according to package instructions.
236,"add tofu cubes, spinach and noodles to the soup."
236,ladle your soup into your bowl before topping it with your crispy mushrooms and a drizzle of sesame oil.
236,enjoy.
237,bash your clove of garlic to crush it slightly.
237,"heat a large frying pan over a medium heat and add a drizzle of olive oil, your garlic clove and a sprig of rosemary."
237,"fry for a couple of minutes until the garlic is lightly golden, then remove from the pan."
237,"tip your gnocchi into the same pan, sprinkle in some salt and turn up the heat."
237,fry for 15 mins until crispy and golden all over.
237,"in a separate frying pan, heat a little olive oil."
237,"add your cherry tomatoes along with a pinch of salt, then fry these for 10 mins."
237,"they should be softened and charring, but not totally collapsed."
237,add your chilli flakes and fry for a minute more.
237,make your pesto.
237,toast your pine nuts in a dry frying pan until golden.
237,tip all but 1 tbsp of your pine nuts into a food processor along with your basil.
237,grate in your parmesan and whizz to a paste.
237,gradually pour in 75ml olive oil until you have a smooth green sauce.
237,season to taste with salt and pepper.
237,assembly time.
237,pour your gnocchi onto a large serving plate and top with your cherry tomatoes.
237,"drizzle over some pesto, then tear your burrata over the top."
237,"finish with a grinding of black pepper, a drizzle of olive oil and your remaining tbsp of pine nuts."
237,serve and enjoy.
238,combine the prawns with 3 tbsp pret korean style ketchup and set aside.
238,get your bbq on and thinly slice your spring onions.
238,"mix the juice of a lemon with 2 tbsp pret korean style ketchup, mayonnaise, worcestershire sauce, and spring onions."
238,season with salt and pepper.
238,pop your prawns on the hot bbq and cook for 2-3 mins until cooked through and pink.
238,allow your prawns to cool slightly before mixing them with the tangy sauce.
238,"if you dont have a bbq, you can always pan-fry the prawns."
238,cut your avocado in half and remove the stone.
238,peel off the avocados skin and slice its flesh thinly.
238,shred your lettuce and mix it with a tbsp of the prawn sauce before seasoning it with salt and pepper.
238,slice open your baguettes and spread on a layer of butter.
238,grill these baguettes buttered side down on the residual heat of the bbq to warm them slightly.
238,"remove your baguettes from the bbq and layer them with your saucy prawn mixture, lettuce, avocado and finish with a scattering of sesame seeds."
238,chop your sandwich into two and enjoy.
239,heat your oven to 200c/400f.
239,drain your beetroot and place them on a parchment lined baking tray.
239,"sprinkle with salt, then bake for 40 mins until charring on the outside."
239,finely slice your garlic and finely chop your chillies.
239,finely chop your coriander.
239,cut one of your limes into wedges.
239,heat a frying pan on a low heat with a little olive oil.
239,add your garlic and chillies and fry for a few mins until the oil has turned red and the garlic is just starting to turn golden.
239,tip into a bowl to cool.
239,"once cool, zest in 2 limes and add their juice."
239,"add 3 tbsp olive oil, salt and pepper, then whisk to combine."
239,toast your pumpkin seeds in a dry frying pan until just starting to go golden and release their oils.
239,sprinkle with salt.
239,heat a griddle pan over a medium-high heat.
239,"place a square of baking parchment on the pan, then pop your whole block of feta on top."
239,"cook for 5 mins, then place another square of parchment on top and carefully flip it."
239,cook it for another 5 mins on the other side.
239,"once your beetroot are cool enough to handle, quarter them."
239,toss them with half your dressing and your coriander.
239,assembly time.
239,carefully place your feta in the centre of a plate and surround it with beetroot.
239,sprinkle it with your pumpkin seeds and your remaining dressing.
239,serve with lime wedges and enjoy!
240,"slice your cucumber and sprinkle on 1/2 tsp salt, set aside for 10 mins."
240,peel the skin off one of the limes and bash your lemongrass sticks.
240,"after this, blend your lemongrass, 2 red chillis, garlic, shallots, and a lime peel in a food processor with a splash of water."
240,"after this is all blitzed up, combine that mixture with your quorn mince using your hands."
240,toast your rice on a high heat until its golden brown and toasted.
240,"then, transfer your rice to a mortar and pestle and grind it down until you form a fine crumb."
240,"next, heat up your wok until smoking."
240,add a large glug of oil to your wok and fry your quorn mince mixture for 3-5 mins before adding in 1 tbsp brown sugar and setting that all aside in a separate bowl.
240,squeeze the excess water out of your cucumber slices and combine them with the apple cider vinegar and 1 tbsp brown sugar.
240,finely chop the coriander stems and spring onions before roughly chopping half of your bunch of coriander leaves and half of your bunch of mint leaves.
240,"then, finely slice 1 red chilli and set this all aside."
240,"transfer your crispy quorn mince to a bowl and add 2 tbsp of your toasted rice powder, along with the remaining half of your coriander and mint leaves."
240,add a big drizzle of sesame oil and mix that all together nicely.
240,"combine your coriander stems with the juice of the limes, 3 tsp brown sugar, 2 tbsp sriracha, a pinch of salt and pepper as well as a splash of water in a separate bowl."
240,this will form your dressing.
240,cook your vermicelli noodles according to the package instructions.
240,pile up the cooked vermicelli noodles in a bowl.
240,"top them with your quorn mince mixture, your quick pickled cucumbers, spring onions, coriander, mint, the remains of your toasted rice powder and - finally - your dressing."
240,mix together and enjoy.
241,whisk the eggs in a large bowl with some salt and pepper.
241,crumble the chorizo into a hot pan and cook for 8 mins.
241,"remove and set aside, leaving behind the stained chorizo oil."
241,turn the heat down to the lowest setting and pour in your eggs.
241,using a spatula cook for 3 - 5 mins on a very low heat stirring constantly until the eggs are just set.
241,"finely chop the tomatoes, red onion and coriander."
241,mix this all in a bowl with bulls-eye carolina reaper extra hot sauce and the juice and zest of a lime.
241,"grate the cheese and scoop the meat out of the avocado, slice thinly."
241,grab your tortilla and add in 1/4 of the eggs.
241,"add a few tablespoons of salsa, chorizo then cheese and finally avocado."
241,roll tightly in a burrito fashion and then toast on a dry saucepan seam side down.
241,wrap in foil to keep warm and enjoy.
242,bring the stock up to just below a simmer in a saucepan.
242,"dice up your onions, crush two cloves of garlic, and then finely chop your remaining three cloves of garlic."
242,tear your oyster mushrooms into small pieces.
242,add half of your butter to a frying pan with a little oil until it begins to foam.
242,"fry off your mushrooms until theyre golden, this should take about 10 mins, then add in your 2 cloves of crushed garlic."
242,"drain off the mushrooms, saving the oil/butter mixture."
242,"in the same pan, add your diced onion."
242,"cook until they start to become golden, for about 5 mins."
242,"next, add your 3 finely chopped cloves of garlic."
242,when the garlic has started to sweat for 2 mins add your risotto rice.
242,"the idea is to slightly toast the rice, so when you drag your spoon across the bottom of the pan the rice should feel like its slightly sticking to the pan."
242,this should take roughly 3 mins on a gentle heat.
242,add your wine and cook off for 30 secs.
242,"add your stock ladle by ladle until the risotto is al dente, this should take about 15 mins."
242,add your butter and 50g grated pecorino cheese and leave to rest for 10 mins.
242,save a little stock so that you can adjust the consistency of your risotto if needed.
242,"meanwhile, separate your egg yolks and finely slice your raw chestnut mushrooms."
242,"plate up your risotto with your fresh egg yolks, sliced chestnut mushrooms, a generous amount of fresh black pepper, and more cheese."
242,enjoy.
243,heat your oven to 190c/375f.
243,finely slice your leeks.
243,roughly chop your mint and dill.
243,finely chop your olives.
243,heat some olive oil in a large frying pan over a gentle heat.
243,tip in your leeks along with a pinch of salt and cook for 10 mins until they have totally softened.
243,"in a large bowl, add your leeks, mint, dill and kalamata olives."
243,add your feta and ricotta.
243,"zest in your lemons, then season with salt and pepper."
243,"give it a really good mix so that you have a smooth, green-flecked mixture."
243,line a 22cm springform tin with baking parchment.
243,"lay a sheet of filo pastry on your workbench, then lightly brush with olive oil."
243,add another sheet of filo on top.
243,arrange a third of your leek mixture just to one side of your pastry.
243,"brush either side with olive oil, then roll your mixture over to form a sealed pastry roll."
243,"carefully roll the pastry into a coil, then place it in the centre of the springform tin."
243,"repeat the rolling up process with 2 more pastry rolls, then fold them around the coil in the tin to create a big swirl shape."
243,brush the surface with more olive oil.
243,bake for 30 mins.
243,allow your pie to cool before slicing it into wedges.
243,serve and enjoy.
244,preheat oven to 180c/356f.
244,slice your fennel bulbs in half and place them into a deep baking tray with the flat sides facing down.
244,combine 1 litre of boiling water with the butter and miso paste.
244,mix to combine.
244,"pour the miso liquid over the fennel, cover with foil and pop into the oven for 30 mins."
244,"flip the fennel over, basting with the liquid and cook for another 30 mins with the foil removed."
244,"meanwhile, crush the cashews."
244,add a big glug of oil into a saucepan and gently toast your cashews for 2 mins.
244,"when the cashews are slightly browned, add chilli powder and cook for an additional 30 secs."
244,"after that, add your breadcrumbs and a pinch of salt."
244,"when the fennel is fork-tender, remove it from the oven and place it onto your serving dish."
244,drizzle with more miso sauce and sprinkle on your cashew crumb.
244,finish with lots of lime zest and enjoy.
245,peel your chorizo and finely crumble it into a pan.
245,fry on a low heat for 5 mins until it starts going crispy and the oils have been released.
245,peel and finely slice the onions.
245,remove the chorizo with a slotted spoon and add the onions.
245,add a pinch of salt and cook on a low heat for 25 mins until your onions have caramelised.
245,"meanwhile, mince your garlic and slice the cherry tomatoes in half."
245,"add in the tomatoes, chilli flakes and garlic before cooking it down for a further 10 mins until the tomatoes are softened."
245,deglaze the pan with red wine and add dark brown sugar.
245,"cook for 10 mins until thickened to a thick, jammy consistency."
245,"season with salt, then leave to cool."
245,finely dice your gherkin.
245,"combine the mayo, mustard, ketchup, gherkins and 1/2 tsp smoked paprika in a bowl."
245,set that aside for later.
245,finely shred your iceberg lettuce.
245,"season the mince with salt, mixing it loosely with your hands without compressing it too much divide your meat into 8 equal-sized pieces."
245,"roll your mince into a rough ball, then place it on a very hot flat top."
245,flatten the patty with the base of a heavy pan and fry for 2 mins until its deeply caramelised.
245,you want your burgers to be very flat and crisp.
245,flip over your patties and add your slice of cheese.
245,"next, youre going to want to pour a splash of water on the flat top before quickly placing a lid over the burger so that the cheese gets steamed."
245,cook the patty for 2 mins like this until the cheese has melted and the base is caramelised.
245,toast your buns.
245,"add chorizo chutney to the base, then layer on your shredded iceberg."
245,"place your two patties on top of the lettuce, then spread your burger sauce on the lid of your bun and place that on top."
245,serve.
246,cook your pasta in heavily salted boiling water for 10 mins until its al dente.
246,"meanwhile, thinly slice your garlic and cook it in a large amount of oil on the lowest heat possible."
246,cook your garlic slices for 4-5 mins until theyre really soft.
246,"finely chop the ginger, spring onions and coriander."
246,"add the ginger, spring onions, and crispy chilli oil to your pan and continue cooking on a low heat until the pasta is ready."
246,this should take about 5 mins.
246,add 150ml of pasta water and season with soy sauce and salt.
246,put the spaghetti into your pan of aromatics using a pair of tongs.
246,"by not fully draining your bucatini, youll ensure that it keeps it keeps its glossy texture."
246,turn up the heat to medium and give it a good stir so that the pasta absorbs most of the water.
246,"if it looks too dry, add small amounts of water until the pasta is well coated and shiny."
246,stir in the coriander and mix well.
246,"serve up on bowls, using tongs to twirl the pasta into nests."
246,grate on lots of parmesan and enjoy.
248,"the day before eating, combine all of the dry brine ingredients - thats your salt, sugar, fennel seeds, coriander seeds, cumin seeds, onion granules and garlic granules - in a shallow tray."
248,make sure theyre mixed together nicely.
248,"liberally sprinkle the brine over the pork slices, making sure to get seasoning on every crevice."
248,cover and place in your fridge overnight.
248,"this process will not only help give the pork flavour all the way through, but also changes the texture to ensure you get nice juicy pork."
248,heat your oven to 160c.
