sent_id,token_text,token_lemma,token_tag,NER_tags
1205,1 1/4,1 1/4,CD,B-QUANTITY
1205,cups,cup,NNS,B-UNIT
1205,pizza,pizza,NN,B-NAME
1205,sauce,sauce,NN,I-NAME
1206,1,1,CD,B-QUANTITY
1206,-LRB-,-LRB-,JJ,O
1206,16,16,CD,I-QUANTITY
1206,ounce,ounce,NN,B-UNIT
1206,-RRB-,-RRB-,JJ,O
1206,package,package,NN,I-UNIT
1206,cottage,cottage,NN,B-NAME
1206,cheese,cheese,NN,I-NAME
1207,1/4,1/4,CD,B-QUANTITY
1207,cup,cup,JJ,B-UNIT
1207,real,real,JJ,B-NAME
1207,maple,maple,NN,I-NAME
1207,syrup,syrup,NN,I-NAME
1208,1,1,CD,B-QUANTITY
1208,-LRB-,-LRB-,JJ,O
1208,24,24,CD,I-QUANTITY
1208,ounce,ounce,NN,B-UNIT
1208,-RRB-,-RRB-,NNP,O
1208,jar,jar,NN,I-UNIT
1208,vodka,vodka,NN,B-NAME
1208,marinara,marinara,NN,I-NAME
1208,sauce,sauce,NN,I-NAME
1209,4,4,CD,B-QUANTITY
1209,skinless,skinless,NN,B-STATE
1209,",",",",",",O
1209,boneless,boneless,NN,I-STATE
1209,chicken,chicken,NN,B-NAME
1209,breast,breast,NN,I-NAME
1209,halves,half,NNS,I-NAME
1210,1,1,CD,B-QUANTITY
1210,fluid,fluid,JJ,B-UNIT
1210,ounce,ounce,NN,I-UNIT
1210,gin,gin,NN,B-NAME
1211,1,1,CD,B-QUANTITY
1211,-LRB-,-LRB-,JJ,O
1211,0.25,0.25,CD,I-QUANTITY
1211,ounce,ounce,NN,B-UNIT
1211,-RRB-,-RRB-,JJ,O
1211,package,package,NN,I-UNIT
1211,active,active,JJ,O
1211,dry,dry,JJ,DF
1211,yeast,yeast,NN,B-NAME
1212,1/4,1/4,CD,B-QUANTITY
1212,teaspoon,teaspoon,NN,B-UNIT
1212,fresh,fresh,JJ,DF
1212,ground,ground,NN,B-STATE
1212,black,black,JJ,B-NAME
1212,pepper,pepper,NN,I-NAME
1213,3,3,CD,B-QUANTITY
1213,lemons,lemon,NNS,B-NAME
1213,",",",",",",O
1213,juiced,juiced,VBD,B-STATE
1214,1,1,CD,B-QUANTITY
1214,teaspoon,teaspoon,NN,B-UNIT
1214,white,white,JJ,B-NAME
1214,sugar,sugar,NN,I-NAME
1214,",",",",",",O
1214,or,or,CC,O
1214,to,to,TO,O
1214,taste,taste,VB,O
1215,1,1,CD,B-QUANTITY
1215,cup,cup,NN,B-UNIT
1215,sugar,sugar,NN,B-NAME
1216,4,4,CD,B-QUANTITY
1216,teaspoons,teaspoon,NNS,B-UNIT
1216,salt,salt,NN,B-NAME
1217,1,1,CD,B-QUANTITY
1217,habanero,habanero,NN,B-NAME
1217,pepper,pepper,NN,I-NAME
1217,",",",",",",O
1217,seeded,seeded,VBD,B-STATE
1218,2,2,CD,B-QUANTITY
1218,pieces,piece,NNS,B-UNIT
1218,injera,injera,JJ,B-NAME
1218,-LRB-,-LRB-,NNP,O
1218,Ethiopian,Ethiopian,NNP,O
1218,bread,bread,NN,O
1218,-RRB-,-RRB-,NN,O
1219,1,1,CD,B-QUANTITY
1219,-LRB-,-LRB-,JJ,O
1219,16,16,CD,I-QUANTITY
1219,ounce,ounce,NN,B-UNIT
1219,-RRB-,-RRB-,JJ,O
1219,package,package,NN,I-UNIT
1219,penne,penne,NN,B-NAME
1219,pasta,pasta,NN,I-NAME
1220,2,2,CD,B-QUANTITY
1220,tablespoons,tablespoon,NNS,B-UNIT
1220,Worcestershire,Worcestershire,NNP,B-NAME
1220,sauce,sauce,NN,I-NAME
1221,1,1,CD,B-QUANTITY
1221,tablespoon,tablespoon,NN,B-UNIT
1221,chili,chili,NN,B-NAME
1221,powder,powder,NN,I-NAME
1221,",",",",",",O
1221,divided,divided,VBD,B-STATE
1222,1,1,CD,B-QUANTITY
1222,-LRB-,-LRB-,JJ,O
1222,8,8,CD,I-QUANTITY
1222,ounce,ounce,NN,B-UNIT
1222,-RRB-,-RRB-,NN,O
1222,can,can,MD,I-UNIT
1222,diced,diced,VB,B-STATE
1222,tomatoes,tomato,NNS,B-NAME
1223,1,1,CD,B-QUANTITY
1223,cup,cup,NN,B-UNIT
1223,shredded,shredded,VBD,B-STATE
1223,zucchini,zucchini,NN,B-NAME
1224,1,1,CD,B-QUANTITY
1224,teaspoon,teaspoon,NN,B-UNIT
1224,pepper,pepper,NN,B-NAME
1225,1,1,CD,B-QUANTITY
1225,tablespoon,tablespoon,NN,B-UNIT
1225,extra,extra,JJ,B-NAME
1225,virgin,virgin,NN,I-NAME
1225,olive,olive,JJ,I-NAME
1225,oil,oil,NN,I-NAME
1226,1,1,CD,B-QUANTITY
1226,fluid,fluid,NN,B-UNIT
1226,ounce,ounce,NN,I-UNIT
1226,warm,warm,JJ,TEMP
1226,water,water,NN,B-NAME
1227,2,2,CD,B-QUANTITY
1227,fluid,fluid,JJ,B-UNIT
1227,ounces,ounce,NNS,I-UNIT
1227,milk,milk,NN,B-NAME
1228,1/2,1/2,CD,B-QUANTITY
1228,cup,cup,NN,B-UNIT
1228,water,water,NN,B-NAME
1229,1 1/2,1 1/2,CD,B-QUANTITY
1229,teaspoons,teaspoon,NNS,B-UNIT
1229,freshly,freshly,RB,DF
1229,ground,ground,VBP,B-STATE
1229,black,black,JJ,B-NAME
1229,pepper,pepper,NN,I-NAME
1230,3,3,CD,B-QUANTITY
1230,stalks,stalk,NNS,B-UNIT
1230,lemon,lemon,JJ,B-NAME
1230,grass,grass,NN,I-NAME
1231,2,2,CD,B-QUANTITY
1231,tablespoons,tablespoon,NNS,B-UNIT
1231,peanuts,peanut,NNS,B-NAME
1231,",",",",",",O
1231,or,or,CC,O
1231,to,to,TO,O
1231,taste,taste,VB,O
1232,3 1/2,3 1/2,CD,B-QUANTITY
1232,pounds,pound,NNS,B-UNIT
1232,potatoes,potato,NNS,B-NAME
1232,",",",",",",O
1232,peeled,peeled,VBD,B-STATE
1232,and,and,CC,O
1232,cubed,cubed,VBD,I-STATE
1233,2,2,CD,B-QUANTITY
1233,tomatoes,tomato,NNS,B-NAME
1233,",",",",",",O
1233,finely,finely,RB,O
1233,chopped,chopped,VBD,B-STATE
1234,1/2,1/2,CD,B-QUANTITY
1234,teaspoon,teaspoon,NN,B-UNIT
1234,dried,dried,VBD,DF
1234,parsley,parsley,NN,B-NAME
1235,6,6,CD,B-QUANTITY
1235,teaspoons,teaspoon,NNS,B-UNIT
1235,chili,chili,JJ,B-NAME
1235,powder,powder,NN,I-NAME
1236,1/4,1/4,CD,B-QUANTITY
1236,cup,cup,JJ,B-UNIT
1236,pine,pine,NN,B-NAME
1236,nuts,nut,NNS,I-NAME
1237,1,1,CD,B-QUANTITY
1237,quart,quart,JJ,B-UNIT
1237,tomato,tomato,NN,B-NAME
1237,sauce,sauce,NN,I-NAME
1238,1,1,CD,B-QUANTITY
1238,medium,medium,NN,SIZE
1238,eggplant,eggplant,NN,B-NAME
1238,",",",",",",O
1238,peeled,peeled,VBN,B-STATE
1238,and,and,CC,O
1238,cubed,cubed,VBN,I-STATE
1239,1,1,CD,B-QUANTITY
1239,-LRB-,-LRB-,JJ,O
1239,3,3,CD,I-QUANTITY
1239,pound,pound,NN,B-UNIT
1239,-RRB-,-RRB-,NNP,O
1239,whole,whole,JJ,O
1239,chicken,chicken,NN,O
1239,",",",",",",O
1239,skin,skin,FW,O
1239,removed,removed,VBN,O
1239,and,and,CC,O
1239,cut,cut,VBN,B-STATE
1239,into,into,IN,O
1239,pieces,piece,NNS,O
1240,2,2,CD,B-QUANTITY
1240,-LRB-,-LRB-,JJ,O
1240,15,15,CD,I-QUANTITY
1240,ounce,ounce,NN,B-UNIT
1240,-RRB-,-RRB-,NN,O
1240,cans,can,NNS,I-UNIT
1240,cannellini,cannellini,VBP,B-NAME
1240,beans,bean,NNS,I-NAME
1240,",",",",",",O
1240,drained,drained,VBD,B-STATE
1240,and,and,CC,O
1240,rinsed,rinsed,VBD,I-STATE
1241,sea,sea,NN,B-NAME
1241,salt,salt,NN,I-NAME
1241,to,to,TO,O
1241,taste,taste,VB,O
1242,1,1,CD,B-QUANTITY
1242,pound,pound,NN,B-UNIT
1242,ground,ground,NN,B-STATE
1242,chicken,chicken,NN,B-NAME
1243,2,2,CD,B-QUANTITY
1243,pounds,pound,NNS,B-UNIT
1243,boneless,boneless,JJ,B-STATE
1243,pork,pork,NN,B-NAME
1243,butt,butt,NN,I-NAME
1243,-LRB-,-LRB-,NNP,O
1243,shoulder,shoulder,NN,O
1243,-RRB-,-RRB-,NN,O
1243,",",",",",",O
1243,cut,cut,VBN,B-STATE
1243,into,into,IN,O
1243,3/4-inch,3/4-inch,JJ,O
1243,pieces,piece,NNS,O
1244,1/4,1/4,CD,B-QUANTITY
1244,cup,cup,JJ,B-UNIT
1244,extra-virgin,extra-virgin,JJ,B-NAME
1244,olive,olive,JJ,I-NAME
1244,oil,oil,NN,I-NAME
1244,",",",",",",O
1244,divided,divided,VBD,B-STATE
1245,1,1,CD,B-QUANTITY
1245,quart,quart,JJ,B-UNIT
1245,water,water,NN,B-NAME
1246,1/2,1/2,CD,B-QUANTITY
1246,lime,lime,NN,B-NAME
1246,",",",",",",O
1246,juiced,juiced,VBD,B-STATE
1247,4,4,CD,B-QUANTITY
1247,sole,sole,NN,B-NAME
1247,",",",",",",O
1247,patted,patted,VBD,O
1247,dry,dry,JJ,DF
1248,1,1,CD,B-QUANTITY
1248,pinch,pinch,JJ,B-UNIT
1248,sumac,sumac,NN,B-NAME
1248,powder,powder,NN,I-NAME
1249,4,4,CD,B-QUANTITY
1249,thin-sliced,thin-sliced,JJ,O
1249,skinless,skinless,NN,B-STATE
1249,",",",",",",O
1249,boneless,boneless,NN,I-STATE
1249,chicken,chicken,NN,B-NAME
1249,breast,breast,NN,I-NAME
1249,halves,half,NNS,I-NAME
1250,4,4,CD,B-QUANTITY
1250,large,large,JJ,SIZE
1250,oranges,orange,NNS,B-NAME
1251,3/4,3/4,CD,B-QUANTITY
1251,cup,cup,NN,B-UNIT
1251,butter,butter,NN,B-NAME
1251,",",",",",",O
1251,softened,softened,VBD,B-STATE
1252,1/2,1/2,CD,B-QUANTITY
1252,cup,cup,JJ,B-UNIT
1252,low-fat,low-fat,JJ,B-STATE
1252,sour,sour,JJ,I-STATE
1252,cream,cream,NN,B-NAME
1253,12,12,CD,B-QUANTITY
1253,fresh,fresh,JJ,DF
1253,cherry,cherry,NN,B-NAME
1253,peppers,pepper,NNS,I-NAME
1254,2,2,CD,B-QUANTITY
1254,zucchini,zucchini,NN,B-NAME
1254,",",",",",",O
1254,halved,halved,VBN,B-STATE
1254,lengthwise,lengthwise,NN,I-STATE
1254,and,and,CC,O
1254,sliced,sliced,VBD,I-STATE
1254,into,into,IN,O
1254,1-inch,1-inch,JJ,O
1254,pieces,piece,NNS,O
1255,2,2,CD,B-QUANTITY
1255,teaspoons,teaspoon,NNS,B-UNIT
1255,cornstarch,cornstarch,NN,B-NAME
1256,1/2,1/2,CD,B-QUANTITY
1256,cup,cup,NN,B-UNIT
1256,chickpea,chickpea,NN,B-NAME
1256,flour,flour,NN,I-NAME
1257,ground,ground,NN,B-STATE
1257,black,black,JJ,B-NAME
1257,pepper,pepper,NN,I-NAME
1257,to,to,TO,O
1257,taste,taste,VB,O
1258,2,2,CD,B-QUANTITY
1258,cups,cup,NNS,B-UNIT
1258,half-and-half,half-and-half,JJ,B-NAME
1259,1/4,1/4,CD,B-QUANTITY
1259,cup,cup,NN,B-UNIT
1259,lime,lime,NN,B-NAME
1259,juice,juice,NN,I-NAME
1260,1,1,CD,B-QUANTITY
1260,-LRB-,-LRB-,JJ,O
1260,1,1,CD,I-QUANTITY
1260,inch,inch,NN,B-UNIT
1260,-RRB-,-RRB-,NNP,O
1260,piece,piece,NN,I-UNIT
1260,fresh,fresh,JJ,DF
1260,ginger,ginger,NN,B-NAME
1260,",",",",",",O
1260,cut,cut,VBN,B-STATE
1260,into,into,IN,O
1260,matchsticks,matchstick,NNS,O
1260,",",",",",",O
1260,or,or,CC,O
1260,to,to,TO,O
1260,taste,taste,VB,O
1261,1,1,CD,B-QUANTITY
1261,shallot,shallot,NN,B-NAME
1261,",",",",",",O
1261,finely,finely,RB,O
1261,chopped,chopped,VBD,B-STATE
1262,2,2,CD,B-QUANTITY
1262,cups,cup,NNS,B-UNIT
1262,lukewarm,lukewarm,JJ,TEMP
1262,water,water,NN,B-NAME
1263,2,2,CD,B-QUANTITY
1263,tablespoons,tablespoon,NNS,B-UNIT
1263,chopped,chopped,VBD,B-STATE
1263,fresh,fresh,JJ,DF
1263,parsley,parsley,NN,B-NAME
1263,",",",",",",O
1263,divided,divided,VBD,B-STATE
1264,1,1,CD,B-QUANTITY
1264,-LRB-,-LRB-,JJ,O
1264,15.5,15.5,CD,I-QUANTITY
1264,ounce,ounce,NN,B-UNIT
1264,-RRB-,-RRB-,NN,O
1264,can,can,MD,I-UNIT
1264,pinto,pinto,VB,B-NAME
1264,beans,bean,NNS,I-NAME
1265,1,1,CD,B-QUANTITY
1265,pound,pound,NN,B-UNIT
1265,sea,sea,NN,B-NAME
1265,scallops,scallop,NNS,I-NAME
1266,1,1,CD,B-QUANTITY
1266,large,large,JJ,SIZE
1266,onion,onion,NN,B-NAME
1266,",",",",",",O
1266,minced,minced,VBD,B-STATE
1267,1/2,1/2,CD,B-QUANTITY
1267,cup,cup,NN,B-UNIT
1267,chopped,chopped,VBD,B-STATE
1267,fresh,fresh,JJ,DF
1267,cilantro,cilantro,NN,B-NAME
1267,",",",",",",O
1267,or,or,CC,O
1267,to,to,TO,O
1267,taste,taste,VB,O
1268,2,2,CD,B-QUANTITY
1268,-LRB-,-LRB-,JJ,O
1268,10,10,CD,I-QUANTITY
1268,ounce,ounce,NN,B-UNIT
1268,-RRB-,-RRB-,NN,O
1268,packages,package,NNS,I-UNIT
1268,corn,corn,NN,B-NAME
1268,tortillas,tortilla,NNS,I-NAME
1269,1 1/4,1 1/4,CD,B-QUANTITY
1269,cups,cup,NNS,B-UNIT
1269,milk,milk,NN,B-NAME
1270,3,3,CD,B-QUANTITY
1270,cups,cup,NNS,B-UNIT
1270,boiling,boiling,JJ,B-STATE
1270,water,water,NN,B-NAME
1271,2,2,CD,B-QUANTITY
1271,teaspoons,teaspoon,NNS,B-UNIT
1271,garam,garam,VBP,B-NAME
1271,masala,masala,NN,I-NAME
1272,3/4,3/4,CD,B-QUANTITY
1272,cup,cup,NN,B-UNIT
1272,dry,dry,JJ,DF
1272,white,white,JJ,B-NAME
1272,wine,wine,NN,I-NAME
1273,1/4,1/4,CD,B-QUANTITY
1273,cup,cup,NN,B-UNIT
1273,red,red,JJ,B-NAME
1273,wine,wine,NN,I-NAME
1273,vinegar,vinegar,NN,I-NAME
1274,4 1/2,4 1/2,CD,B-QUANTITY
1274,quarts,quart,NNS,B-UNIT
1274,chicken,chicken,VBN,B-NAME
1274,broth,broth,NN,I-NAME
1275,1/2,1/2,CD,B-QUANTITY
1275,cup,cup,NN,B-UNIT
1275,goat,goat,NN,B-NAME
1275,cheese,cheese,NN,I-NAME
1275,",",",",",",O
1275,softened,softened,VBD,B-STATE
1276,4,4,CD,B-QUANTITY
1276,cups,cup,NNS,B-UNIT
1276,milk,milk,NN,B-NAME
1277,1,1,CD,B-QUANTITY
1277,cup,cup,NN,B-UNIT
1277,frozen,frozen,NN,TEMP
1277,shelled,shelled,VBD,B-NAME
1277,edamame,edamame,JJ,I-NAME
1277,-LRB-,-LRB-,NNP,O
1277,green,green,JJ,O
1277,soybeans,soybean,NNS,O
1277,-RRB-,-RRB-,VBP,O
1277,",",",",",",O
1277,thawed,thawed,VBD,B-STATE
1278,1/4,1/4,CD,B-QUANTITY
1278,cup,cup,NN,B-UNIT
1278,prepared,prepared,VBD,B-NAME
1278,pesto,pesto,NN,I-NAME
1279,3,3,CD,B-QUANTITY
1279,roma,rom,NN,B-NAME
1279,-LRB-,-LRB-,NNP,O
1279,plum,plum,NN,O
1279,-RRB-,-RRB-,NN,O
1279,tomatoes,tomato,NNS,I-NAME
1280,1/3,1/3,CD,B-QUANTITY
1280,cup,cup,JJ,B-UNIT
1280,pastina,pastina,NN,B-NAME
1280,-LRB-,-LRB-,NNP,O
1280,tiny,tiny,JJ,O
1280,star-shaped,star-shaped,JJ,O
1280,pasta,pasta,NN,O
1280,-RRB-,-RRB-,NN,O
1280,or,or,CC,O
1280,other,other,JJ,O
1280,tiny,tiny,JJ,O
1280,pasta,pasta,NN,O
1281,1,1,CD,B-QUANTITY
1281,cup,cup,NN,B-UNIT
1281,pitted,pitted,VBN,B-STATE
1281,and,and,CC,O
1281,diced,diced,VBN,I-STATE
1281,kalamata,kalamata,NNS,B-NAME
1281,olives,olive,NNS,I-NAME
1282,3/4,3/4,CD,B-QUANTITY
1282,cup,cup,NN,B-UNIT
1282,tahini,tahini,NN,B-NAME
1283,water,water,NN,I-NAME
1283,",",",",",",O
1283,as,a,IN,O
1283,needed,needed,VBN,O
1284,3,3,CD,B-QUANTITY
1284,cloves,clove,NNS,B-UNIT
1284,garlic,garlic,JJ,B-NAME
1284,",",",",",",O
1284,peeled,peeled,JJ,B-STATE
1284,and,and,CC,O
1284,crushed,crushed,VBD,I-STATE
1285,2,2,CD,B-QUANTITY
1285,cups,cup,NNS,B-UNIT
1285,tomato,tomato,JJ,B-NAME
1285,sauce,sauce,NN,I-NAME
1286,2,2,CD,B-QUANTITY
1286,tablespoons,tablespoon,NNS,B-UNIT
1286,minced,minced,VBD,B-STATE
1286,garlic,garlic,JJ,B-NAME
1286,",",",",",",O
1286,divided,divided,VBD,B-STATE
1287,2,2,CD,B-QUANTITY
1287,cups,cup,NNS,B-UNIT
1287,cold,cold,JJ,TEMP
1287,cooked,cooked,VBD,B-STATE
1287,black,black,JJ,B-NAME
1287,beans,bean,NNS,I-NAME
1288,1 1/2,1 1/2,CD,B-QUANTITY
1288,pounds,pound,NNS,B-UNIT
1288,skinless,skinless,JJ,B-STATE
1288,",",",",",",O
1288,boneless,boneless,JJ,I-STATE
1288,chicken,chicken,NN,B-NAME
1288,breast,breast,NN,I-NAME
1288,halves,half,VBZ,I-NAME
1288,-,-,:,O
1288,cut,cut,NN,B-STATE
1288,into,into,IN,O
1288,bite-size,bite-size,JJ,O
1288,pieces,piece,NNS,O
1289,3 1/4,3 1/4,CD,B-QUANTITY
1289,cups,cup,NNS,B-UNIT
1289,water,water,NN,B-NAME
1289,",",",",",",O
1289,divided,divided,VBD,B-STATE
1290,4,4,CD,B-QUANTITY
1290,cups,cup,NNS,B-UNIT
1290,all-purpose,all-purpose,JJ,B-NAME
1290,flour,flour,NN,I-NAME
1291,1,1,CD,B-QUANTITY
1291,teaspoon,teaspoon,NN,B-UNIT
1291,toasted,toasted,VBD,B-STATE
1291,sesame,sesame,NN,B-NAME
1291,seeds,seed,NNS,I-NAME
1292,1,1,CD,B-QUANTITY
1292,sweet,sweet,JJ,B-NAME
1292,Spanish,Spanish,JJ,I-NAME
1292,onion,onion,NN,I-NAME
1292,",",",",",",O
1292,thinly,thinly,RB,O
1292,sliced,sliced,VBD,B-STATE
1293,1,1,CD,B-QUANTITY
1293,tablespoon,tablespoon,JJ,B-UNIT
1293,all-purpose,all-purpose,JJ,B-NAME
1293,flour,flour,NN,I-NAME
1294,3/4,3/4,CD,B-QUANTITY
1294,cup,cup,JJ,B-UNIT
1294,all-purpose,all-purpose,JJ,B-NAME
1294,flour,flour,NN,I-NAME
1295,1/2,1/2,CD,B-QUANTITY
1295,teaspoon,teaspoon,NN,B-UNIT
1295,poultry,poultry,NN,B-NAME
1295,seasoning,seasoning,VBG,I-NAME
1296,2,2,CD,B-QUANTITY
1296,teaspoons,teaspoon,NNS,B-UNIT
1296,sweet,sweet,JJ,B-NAME
1296,paprika,paprika,NNS,I-NAME
1297,8,8,CD,B-QUANTITY
1297,ounces,ounce,NNS,B-UNIT
1297,mozzarella,mozzarella,NN,B-NAME
1297,cheese,cheese,NN,I-NAME
1297,",",",",",",O
1297,sliced,sliced,VBD,B-STATE
1298,1,1,CD,B-QUANTITY
1298,cup,cup,NN,B-UNIT
1298,ranch,ranch,NN,B-NAME
1298,salad,salad,NN,I-NAME
1298,dressing,dressing,VBG,I-NAME
1299,2,2,CD,B-QUANTITY
1299,tablespoons,tablespoon,NNS,B-UNIT
1299,prepared,prepared,JJ,O
1299,pesto,pesto,NN,B-NAME
1299,sauce,sauce,NN,I-NAME
1300,20,20,CD,B-QUANTITY
1300,egg,egg,NN,B-NAME
1300,yolks,yolk,NNS,I-NAME
1301,1/4,1/4,CD,B-QUANTITY
1301,cup,cup,NN,B-UNIT
1301,shredded,shredded,VBD,B-STATE
1301,Cheddar,Cheddar,NNP,B-NAME
1301,cheese,cheese,NN,I-NAME
1302,1/4,1/4,CD,B-QUANTITY
1302,cup,cup,NN,B-UNIT
1302,chopped,chopped,VBD,B-STATE
1302,fresh,fresh,JJ,DF
1302,parsley,parsley,NN,B-NAME
1302,-LRB-,-LRB-,NNP,O
1302,optional,optional,JJ,O
1302,-RRB-,-RRB-,NN,O
1303,2,2,CD,B-QUANTITY
1303,leaves,leaf,NNS,O
1303,fresh,fresh,JJ,DF
1303,basil,basil,NN,B-NAME
1303,",",",",",",O
1303,chopped,chopped,VBD,B-STATE
1303,",",",",",",O
1303,divided,divided,VBD,I-STATE
1304,4,4,CD,B-QUANTITY
1304,ounces,ounce,NNS,B-UNIT
1304,Brie,Brie,NNP,B-NAME
1304,cheese,cheese,NN,I-NAME
1304,",",",",",",O
1304,rind,rind,NN,O
1304,removed,removed,VBD,O
1304,",",",",",",O
1304,cubed,cubed,VBD,B-STATE
1304,",",",",",",O
1304,divided,divided,VBD,I-STATE
1305,2,2,CD,B-QUANTITY
1305,fresh,fresh,JJ,DF
1305,jalapeno,jalapeno,NN,B-NAME
1305,peppers,pepper,NNS,I-NAME
1305,",",",",",",O
1305,stems,stem,VBZ,O
1305,removed,removed,VBN,O
1306,3/4,3/4,CD,B-QUANTITY
1306,pound,pound,NN,B-UNIT
1306,boneless,boneless,NN,B-STATE
1306,",",",",",",O
1306,skinless,skinless,NN,I-STATE
1306,chicken,chicken,NN,B-NAME
1306,meat,meat,NN,I-NAME
1307,6,6,CD,B-QUANTITY
1307,green,green,JJ,B-NAME
1307,bell,bell,NN,I-NAME
1307,peppers,pepper,NNS,I-NAME
1308,1,1,CD,B-QUANTITY
1308,-LRB-,-LRB-,JJ,O
1308,32,32,CD,I-QUANTITY
1308,ounce,ounce,NN,B-UNIT
1308,-RRB-,-RRB-,JJ,O
1308,package,package,NN,I-UNIT
1308,sauerkraut,sauerkraut,NN,B-NAME
1308,",",",",",",O
1308,undrained,undrained,VBD,B-STATE
1309,1,1,CD,B-QUANTITY
1309,cup,cup,NN,B-UNIT
1309,chopped,chopped,VBD,B-STATE
1309,fresh,fresh,JJ,DF
1309,cilantro,cilantro,NN,B-NAME
1310,1,1,CD,B-QUANTITY
1310,teaspoon,teaspoon,NN,B-UNIT
1310,kosher,kosher,NN,B-NAME
1310,salt,salt,NN,I-NAME
1311,6,6,CD,B-QUANTITY
1311,-LRB-,-LRB-,JJ,O
1311,6,6,CD,I-QUANTITY
1311,inch,inch,NN,B-UNIT
1311,-RRB-,-RRB-,NNP,O
1311,whole,whole,JJ,I-UNIT
1311,wheat,wheat,NN,B-NAME
1311,pita,pita,NN,I-NAME
1311,breads,bread,NNS,I-NAME
1312,8,8,CD,B-QUANTITY
1312,eggs,egg,NNS,B-NAME
1313,8,8,CD,B-QUANTITY
1313,snow,snow,JJ,B-NAME
1313,peas,pea,NNS,I-NAME
1314,4,4,CD,B-QUANTITY
1314,roma,rom,NN,B-NAME
1314,-LRB-,-LRB-,NNP,O
1314,plum,plum,NN,O
1314,-RRB-,-RRB-,NN,O
1314,tomatoes,tomato,NNS,I-NAME
1314,",",",",",",O
1314,seeded,seeded,VBD,B-STATE
1314,and,and,CC,O
1314,chopped,chopped,VBD,I-STATE
1315,4,4,CD,B-QUANTITY
1315,teaspoons,teaspoon,NNS,B-UNIT
1315,grated,grated,VBD,B-STATE
1315,orange,orange,NN,B-NAME
1315,zest,zest,NN,I-NAME
1316,1,1,CD,B-QUANTITY
1316,leek,leek,JJ,B-NAME
1316,-LRB-,-LRB-,NNP,O
1316,white,white,JJ,O
1316,and,and,CC,O
1316,light,light,JJ,O
1316,green,green,JJ,O
1316,part,part,NN,O
1316,only,only,RB,O
1316,-RRB-,-RRB-,NNP,O
1316,",",",",",",O
1316,thinly,thinly,RB,O
1316,sliced,sliced,VBD,B-STATE
1317,7,7,CD,B-QUANTITY
1317,ounces,ounce,NNS,B-UNIT
1317,feta,feta,JJ,B-NAME
1317,cheese,cheese,JJ,I-NAME
1317,",",",",",",O
1317,crumbled,crumbled,VBD,B-STATE
1318,3,3,CD,B-QUANTITY
1318,cloves,clove,NNS,B-UNIT
1318,garlic,garlic,JJ,B-NAME
1318,",",",",",",O
1318,finely,finely,RB,O
1318,chopped,chopped,VBD,B-STATE
1319,4,4,CD,B-QUANTITY
1319,large,large,JJ,SIZE
1319,potatoes,potato,NNS,B-NAME
1320,1,1,CD,B-QUANTITY
1320,pinch,pinch,NN,B-UNIT
1320,paprika,paprika,NN,B-NAME
1321,1,1,CD,B-QUANTITY
1321,-LRB-,-LRB-,JJ,O
1321,6,6,CD,I-QUANTITY
1321,ounce,ounce,NN,B-UNIT
1321,-RRB-,-RRB-,JJ,O
1321,package,package,NN,I-UNIT
1321,shredded,shredded,VBD,B-STATE
1321,part-skim,part-skim,JJ,I-STATE
1321,mozzarella,mozzarella,NN,B-NAME
1321,cheese,cheese,NN,I-NAME
1321,",",",",",",O
1321,divided,divided,VBD,B-STATE
1322,20,20,CD,B-QUANTITY
1322,pitted,pitted,JJ,B-STATE
1322,prunes,prune,NNS,B-NAME
1322,",",",",",",O
1322,chopped,chopped,VBD,B-STATE
1323,Lime,Lime,NNP,B-NAME
1323,wedges,wedge,NNS,I-NAME
1323,",",",",",",O
1323,for,for,IN,O
1323,serving,serving,VBG,O
1324,1,1,CD,B-QUANTITY
1324,cup,cup,NN,B-UNIT
1324,evaporated,evaporated,VBD,B-STATE
1324,milk,milk,NN,B-NAME
1325,2,2,CD,B-QUANTITY
1325,carrots,carrot,NNS,B-NAME
1325,",",",",",",O
1325,chopped,chopped,VBD,B-STATE
1326,1,1,CD,B-QUANTITY
1326,cinnamon,cinnamon,NN,B-NAME
1326,stick,stick,NN,I-NAME
1327,1,1,CD,B-QUANTITY
1327,cup,cup,NN,B-UNIT
1327,butter,butter,NN,B-NAME
1327,",",",",",",O
1327,at,at,IN,O
1327,room,room,NN,TEMP
1327,temperature,temperature,NN,TEMP
1328,1/4,1/4,CD,B-QUANTITY
1328,cup,cup,NN,B-UNIT
1328,rice,rice,NN,B-NAME
1328,vinegar,vinegar,NN,I-NAME
1329,1 1/4,1 1/4,CD,B-QUANTITY
1329,cups,cup,NNS,B-UNIT
1329,dry,dry,JJ,DF
1329,yellow,yellow,NN,B-NAME
1329,lentils,lentil,NNS,I-NAME
1330,1,1,CD,B-QUANTITY
1330,-LRB-,-LRB-,JJ,O
1330,3,3,CD,I-QUANTITY
1330,ounce,ounce,NN,B-UNIT
1330,-RRB-,-RRB-,JJ,O
1330,package,package,NN,I-UNIT
1330,cream,cream,NN,B-NAME
1330,cheese,cheese,NN,I-NAME
1330,at,at,IN,O
1330,room,room,NN,TEMP
1330,temperature,temperature,NN,TEMP
1331,1,1,CD,B-QUANTITY
1331,tablespoon,tablespoon,NN,B-UNIT
1331,water,water,NN,B-NAME
1332,12,12,CD,B-QUANTITY
1332,room,room,NN,TEMP
